까비,,,,NNP,인명,F,까비,*,*,*,*,*
최순실,,,,NNP,인명,T,최순실,*,*,*,*,*
우병우,,,,NNP,인명,F,우병우,*,*,*,*,*
백남기,,,,NNP,인명,F,백남기,*,*,*,*,*
정윤회,,,,NNP,인명,F,정윤회,*,*,*,*,*
